Fecha corte|Nombre_Entidad|Nombre_Fondo|Valor Unidad
2022/11/24|test fund|test serie|206293663.05
2022/11/25|test fund|test serie|206294663.05
2022/11/26|test fund|test serie|206295663.05
2022/11/27|test fund|test serie|206296663.05
2022/11/28|test fund|test serie|206297663.05
2022/11/29|test fund|test serie|206298663.05
2022/11/30|test fund|test serie|206299663.05
2022/12/01|test fund|test serie|206300663.05
2022/12/02|test fund|test serie|206301663.05
2022/12/03|test fund|test serie|206302663.05
2022/12/04|test fund|test serie|206303663.05
2022/12/05|test fund|test serie|206304663.05
2022/12/06|test fund|test serie|206305663.05
2022/12/07|test fund|test serie|206306663.05
2022/12/08|test fund|test serie|206307663.05
2022/12/09|test fund|test serie|206308663.05
2022/12/10|test fund|test serie|206309663.05
2022/12/11|test fund|test serie|206310663.05
2022/12/12|test fund|test serie|206311663.05
2022/12/13|test fund|test serie|206312663.05
2022/12/14|test fund|test serie|206313663.05
2022/12/15|test fund|test serie|206314663.05
2022/12/16|test fund|test serie|206315663.05
2022/12/17|test fund|test serie|206316663.05
2022/12/18|test fund|test serie|206317663.05
2022/12/19|test fund|test serie|206318663.05
2022/12/20|test fund|test serie|206319663.05
2022/12/21|test fund|test serie|206320663.05
2022/12/22|test fund|test serie|206321663.05
2022/12/23|test fund|test serie|206322663.05
2022/12/24|test fund|test serie|206323663.05
2022/12/25|test fund|test serie|206324663.05
2022/12/26|test fund|test serie|206325663.05
2022/12/27|test fund|test serie|206326663.05
2022/12/28|test fund|test serie|206327663.05
2022/12/29|test fund|test serie|206328663.05
2022/12/30|test fund|test serie|206329663.05
2022/12/31|test fund|test serie|206330663.05
2023/01/01|test fund|test serie|206331663.05
2023/01/02|test fund|test serie|206332663.05
2023/01/03|test fund|test serie|206333663.05
2023/01/04|test fund|test serie|206334663.05
2023/01/05|test fund|test serie|206335663.05
2023/01/06|test fund|test serie|206336663.05
2023/01/07|test fund|test serie|206337663.05
2023/01/08|test fund|test serie|206338663.05
2023/01/09|test fund|test serie|206339663.05
2023/01/10|test fund|test serie|206340663.05
2023/01/11|test fund|test serie|206341663.05
2023/01/12|test fund|test serie|206342663.05
2023/01/13|test fund|test serie|206343663.05
2023/01/14|test fund|test serie|206344663.05
2023/01/15|test fund|test serie|206345663.05
2023/01/16|test fund|test serie|206346663.05
2023/01/17|test fund|test serie|206347663.05
2023/01/18|test fund|test serie|206348663.05
2023/01/19|test fund|test serie|206349663.05
2023/01/20|test fund|test serie|206350663.05
2023/01/21|test fund|test serie|206351663.05
2023/01/22|test fund|test serie|206352663.05
2023/01/23|test fund|test serie|206353663.05
2023/01/24|test fund|test serie|206354663.05
2023/01/25|test fund|test serie|206355663.05
2023/01/26|test fund|test serie|206356663.05
2023/01/27|test fund|test serie|206357663.05
2023/01/28|test fund|test serie|206358663.05
2023/01/29|test fund|test serie|206359663.05
2023/01/30|test fund|test serie|206360663.05
2023/01/31|test fund|test serie|206361663.05
2023/02/01|test fund|test serie|206362663.05
2023/02/02|test fund|test serie|206363663.05
2023/02/03|test fund|test serie|206364663.05
2023/02/04|test fund|test serie|206365663.05
2023/02/05|test fund|test serie|206366663.05
2023/02/06|test fund|test serie|206367663.05
2023/02/07|test fund|test serie|206368663.05
2023/02/08|test fund|test serie|206369663.05
2023/02/09|test fund|test serie|206370663.05
2023/02/10|test fund|test serie|206371663.05
2023/02/11|test fund|test serie|206372663.05
2023/02/12|test fund|test serie|206373663.05
2023/02/13|test fund|test serie|206374663.05
2023/02/14|test fund|test serie|206375663.05
2023/02/15|test fund|test serie|206376663.05
2023/02/16|test fund|test serie|206377663.05
2023/02/17|test fund|test serie|206378663.05
2023/02/18|test fund|test serie|206379663.05
2023/02/19|test fund|test serie|206380663.05
2023/02/20|test fund|test serie|206381663.05
2023/02/21|test fund|test serie|206382663.05
2023/02/22|test fund|test serie|206383663.05
2023/02/23|test fund|test serie|206384663.05
2023/02/24|test fund|test serie|206385663.05
2023/02/25|test fund|test serie|206386663.05
2023/02/26|test fund|test serie|206387663.05
2023/02/27|test fund|test serie|206388663.05
2023/02/28|test fund|test serie|206389663.05
2023/03/01|test fund|test serie|206390663.05
2023/03/02|test fund|test serie|206391663.05
2023/03/03|test fund|test serie|206392663.05
2023/03/04|test fund|test serie|206393663.05
2023/03/05|test fund|test serie|206394663.05
2023/03/06|test fund|test serie|206395663.05
2023/03/07|test fund|test serie|206396663.05
2023/03/08|test fund|test serie|206397663.05
2023/03/09|test fund|test serie|206398663.05
2023/03/10|test fund|test serie|206399663.05
2023/03/11|test fund|test serie|206400663.05
2023/03/12|test fund|test serie|206401663.05
2023/03/13|test fund|test serie|206402663.05
2023/03/14|test fund|test serie|206403663.05
2023/03/15|test fund|test serie|206404663.05
2023/03/16|test fund|test serie|206405663.05
2023/03/17|test fund|test serie|206406663.05
2023/03/18|test fund|test serie|206407663.05
2023/03/19|test fund|test serie|206408663.05
2023/03/20|test fund|test serie|206409663.05
2023/03/21|test fund|test serie|206410663.05
2023/03/22|test fund|test serie|206411663.05
2023/03/23|test fund|test serie|206412663.05
2023/03/24|test fund|test serie|206413663.05
2023/03/25|test fund|test serie|206414663.05
2023/03/26|test fund|test serie|206415663.05
2023/03/27|test fund|test serie|206416663.05
2023/03/28|test fund|test serie|206417663.05
2023/03/29|test fund|test serie|206418663.05
2023/03/30|test fund|test serie|206419663.05
2023/03/31|test fund|test serie|206420663.05
2023/04/01|test fund|test serie|206421663.05
2023/04/02|test fund|test serie|206422663.05
2023/04/03|test fund|test serie|206423663.05
2023/04/04|test fund|test serie|206424663.05
2023/04/05|test fund|test serie|206425663.05
2023/04/06|test fund|test serie|206426663.05
2023/04/07|test fund|test serie|206427663.05
2023/04/08|test fund|test serie|206428663.05
2023/04/09|test fund|test serie|206429663.05
2023/04/10|test fund|test serie|206430663.05
2023/04/11|test fund|test serie|206431663.05
2023/04/12|test fund|test serie|206432663.05
2023/04/13|test fund|test serie|206433663.05
2023/04/14|test fund|test serie|206434663.05
2023/04/15|test fund|test serie|206435663.05
2023/04/16|test fund|test serie|206436663.05
2023/04/17|test fund|test serie|206437663.05
2023/04/18|test fund|test serie|206438663.05
2023/04/19|test fund|test serie|206439663.05
2023/04/20|test fund|test serie|206440663.05
2023/04/21|test fund|test serie|206441663.05
2023/04/22|test fund|test serie|206442663.05
2023/04/23|test fund|test serie|206443663.05
2023/04/24|test fund|test serie|206444663.05
2023/04/25|test fund|test serie|206445663.05
2023/04/26|test fund|test serie|206446663.05
2023/04/27|test fund|test serie|206447663.05
2023/04/28|test fund|test serie|206448663.05
2023/04/29|test fund|test serie|206449663.05
2023/04/30|test fund|test serie|206450663.05
2023/05/01|test fund|test serie|206451663.05
2023/05/02|test fund|test serie|206452663.05
2023/05/03|test fund|test serie|206453663.05
2023/05/04|test fund|test serie|206454663.05
2023/05/05|test fund|test serie|206455663.05
2023/05/06|test fund|test serie|206456663.05
2023/05/07|test fund|test serie|206457663.05
2023/05/08|test fund|test serie|206458663.05
2023/05/09|test fund|test serie|206459663.05
2023/05/10|test fund|test serie|206460663.05
2023/05/11|test fund|test serie|206461663.05
2023/05/12|test fund|test serie|206462663.05
2023/05/13|test fund|test serie|206463663.05
2023/05/14|test fund|test serie|206464663.05
2023/05/15|test fund|test serie|206465663.05
2023/05/16|test fund|test serie|206466663.05
2023/05/17|test fund|test serie|206467663.05
2023/05/18|test fund|test serie|206468663.05
2023/05/19|test fund|test serie|206469663.05
2023/05/20|test fund|test serie|206470663.05
2023/05/21|test fund|test serie|206471663.05
2023/05/22|test fund|test serie|206472663.05
2023/05/23|test fund|test serie|206473663.05
2023/05/24|test fund|test serie|206474663.05
2023/05/25|test fund|test serie|206475663.05
2023/05/26|test fund|test serie|206476663.05
2023/05/27|test fund|test serie|206477663.05
2023/05/28|test fund|test serie|206478663.05
2023/05/29|test fund|test serie|206479663.05
2023/05/30|test fund|test serie|206480663.05
2023/05/31|test fund|test serie|206481663.05
2023/06/01|test fund|test serie|206482663.05
2023/06/02|test fund|test serie|206483663.05
2023/06/03|test fund|test serie|206484663.05
2023/06/04|test fund|test serie|206485663.05
2023/06/05|test fund|test serie|206486663.05
2023/06/06|test fund|test serie|206487663.05
2023/06/07|test fund|test serie|206488663.05
2023/06/08|test fund|test serie|206489663.05
2023/06/09|test fund|test serie|206490663.05
2023/06/10|test fund|test serie|206491663.05
2023/06/11|test fund|test serie|206492663.05
2023/06/12|test fund|test serie|206493663.05
2023/06/13|test fund|test serie|206494663.05
2023/06/14|test fund|test serie|206495663.05
2023/06/15|test fund|test serie|206496663.05
2023/06/16|test fund|test serie|206497663.05
2023/06/17|test fund|test serie|206498663.05
2023/06/18|test fund|test serie|206499663.05
2023/06/19|test fund|test serie|206500663.05
2023/06/20|test fund|test serie|206501663.05
2023/06/21|test fund|test serie|206502663.05
2023/06/22|test fund|test serie|206503663.05
2023/06/23|test fund|test serie|206504663.05
2023/06/24|test fund|test serie|206505663.05
2023/06/25|test fund|test serie|206506663.05
2023/06/26|test fund|test serie|206507663.05
2023/06/27|test fund|test serie|206508663.05
2023/06/28|test fund|test serie|206509663.05
2023/06/29|test fund|test serie|206510663.05
2023/06/30|test fund|test serie|206511663.05
2023/07/01|test fund|test serie|206512663.05
2023/07/02|test fund|test serie|206513663.05
2023/07/03|test fund|test serie|206514663.05
2023/07/04|test fund|test serie|206515663.05
2023/07/05|test fund|test serie|206516663.05
2023/07/06|test fund|test serie|206517663.05
2023/07/07|test fund|test serie|206518663.05
2023/07/08|test fund|test serie|206519663.05
2023/07/09|test fund|test serie|206520663.05
2023/07/10|test fund|test serie|206521663.05
2023/07/11|test fund|test serie|206522663.05
2023/07/12|test fund|test serie|206523663.05
2023/07/13|test fund|test serie|206524663.05
2023/07/14|test fund|test serie|206525663.05
2023/07/15|test fund|test serie|206526663.05
2023/07/16|test fund|test serie|206527663.05
2023/07/17|test fund|test serie|206528663.05
2023/07/18|test fund|test serie|206529663.05
2023/07/19|test fund|test serie|206530663.05
2023/07/20|test fund|test serie|206531663.05
2023/07/21|test fund|test serie|206532663.05
2023/07/22|test fund|test serie|206533663.05
2023/07/23|test fund|test serie|206534663.05
2023/07/24|test fund|test serie|206535663.05
